continente,region,nacionalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,accion_migratoria,anual,timeste_1,timeste_2,timeste_3,timeste_4,cuatrimestre_1,cuatrimestre_2,cuatrimestre_3,semestre_1,semestre_2,total_anual,dominicano,covid-19,gasto_timeste_1,gasto_timeste_2,gasto_timeste_3,gasto_timeste_4,gasto_promedio_anual,estadia_trimestre_1,estadia_trimestre_2,estadia_trimestre_3,estadia_trimestre_4,estadia_promedio_anual,proyectado
africa,africa_del_norte,sudan,1,0,1,0,5,0,0,0,0,0,0,0,entrada,2024,2,0,0,0,2,0,0,7,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,sudan_del_sur,0,0,2,0,0,0,0,0,0,0,0,0,entrada,2024,2,0,0,0,2,0,0,2,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,suecia,672,644,421,330,182,0,0,0,0,0,0,0,entrada,2024,1737,0,0,0,2067,0,0,2249,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,suiza,3103,3628,3429,2960,1806,0,0,0,0,0,0,0,entrada,2024,10160,0,0,0,13120,0,0,14926,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,suriname,39,48,59,52,62,0,0,0,0,0,0,0,entrada,2024,146,0,0,0,198,0,0,260,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,swazilandia,1,0,0,1,8,0,0,0,0,0,0,0,entrada,2024,1,0,0,0,2,0,0,10,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,tailandia,34,41,50,36,25,0,0,0,0,0,0,0,entrada,2024,125,0,0,0,161,0,0,186,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,taiwan,78,59,93,74,62,0,0,0,0,0,0,0,entrada,2024,230,0,0,0,304,0,0,366,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,tanzania,4,9,9,5,9,0,0,0,0,0,0,0,entrada,2024,22,0,0,0,27,0,0,36,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,tayikistan,12,7,3,4,4,0,0,0,0,0,0,0,entrada,2024,22,0,0,0,26,0,0,30,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,timor_del_este,0,1,0,0,0,0,0,0,0,0,0,0,entrada,2024,1,0,0,0,1,0,0,1,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,togo,2,4,5,3,8,0,0,0,0,0,0,0,entrada,2024,11,0,0,0,14,0,0,22,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,polinesia,tonga,0,1,0,0,1,0,0,0,0,0,0,0,entrada,2024,1,0,0,0,1,0,0,2,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,trinidad_y_tobago,226,335,411,448,433,0,0,0,0,0,0,0,entrada,2024,972,0,0,0,1420,0,0,1853,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,tunez,63,52,31,34,36,0,0,0,0,0,0,0,entrada,2024,146,0,0,0,180,0,0,216,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,turkmenistan,9,4,0,1,2,0,0,0,0,0,0,0,entrada,2024,13,0,0,0,14,0,0,16,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,turquia,516,485,533,686,361,0,0,0,0,0,0,0,entrada,2024,1534,0,0,0,2220,0,0,2581,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,ucrania,2347,1790,2235,1511,1159,0,0,0,0,0,0,0,entrada,2024,6372,0,0,0,7883,0,0,9042,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,uganda,4,5,12,10,11,0,0,0,0,0,0,0,entrada,2024,21,0,0,0,31,0,0,42,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,uruguay,2446,2090,2317,2100,3160,0,0,0,0,0,0,0,entrada,2024,6853,0,0,0,8953,0,0,12113,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,uzbekistan,56,62,38,53,46,0,0,0,0,0,0,0,entrada,2024,156,0,0,0,209,0,0,255,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,melanesia,vanuatu,0,1,0,0,1,0,0,0,0,0,0,0,entrada,2024,1,0,0,0,1,0,0,2,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,venezuela,9853,5498,5846,5201,4840,0,0,0,0,0,0,0,entrada,2024,21197,0,0,0,26398,0,0,31238,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,vietnam,64,48,57,69,59,0,0,0,0,0,0,0,entrada,2024,169,0,0,0,238,0,0,297,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,yemen,2,0,1,3,1,0,0,0,0,0,0,0,entrada,2024,3,0,0,0,6,0,0,7,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,yibuti,0,0,0,5,0,0,0,0,0,0,0,0,entrada,2024,0,0,0,0,5,0,0,5,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,zambia,3,6,9,5,5,0,0,0,0,0,0,0,entrada,2024,18,0,0,0,23,0,0,28,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,zimbabue,16,27,22,20,32,0,0,0,0,0,0,0,entrada,2024,65,0,0,0,85,0,0,117,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,afganistan,9,5,10,2,13,0,0,0,0,0,0,0,salida,2024,24,0,0,0,26,0,0,39,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,albania,246,164,154,136,180,0,0,0,0,0,0,0,salida,2024,564,0,0,0,700,0,0,880,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,alemania,14490,13914,16034,13529,10095,0,0,0,0,0,0,0,salida,2024,44438,0,0,0,57967,0,0,68062,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,andorra,9,13,19,42,27,0,0,0,0,0,0,0,salida,2024,41,0,0,0,83,0,0,110,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,angola,8,5,19,2,27,0,0,0,0,0,0,0,salida,2024,32,0,0,0,34,0,0,61,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,anguila,0,1,0,0,0,0,0,0,0,0,0,0,salida,2024,1,0,0,0,1,0,0,1,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,antigua_y_barbuda,342,151,207,199,149,0,0,0,0,0,0,0,salida,2024,700,0,0,0,899,0,0,1048,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,apatrida,0,1,1,1,0,0,0,0,0,0,0,0,salida,2024,2,0,0,0,3,0,0,3,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,arabia_saudita,33,13,10,19,19,0,0,0,0,0,0,0,salida,2024,56,0,0,0,75,0,0,94,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,argelia,65,75,44,32,47,0,0,0,0,0,0,0,salida,2024,184,0,0,0,216,0,0,263,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,argentina,21752,24138,17254,18211,20324,0,0,0,0,0,0,0,salida,2024,63144,0,0,0,81355,0,0,101679,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,armenia,41,25,27,23,21,0,0,0,0,0,0,0,salida,2024,93,0,0,0,116,0,0,137,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,australia_y_nueva_zelanda,australia,508,311,309,357,318,0,0,0,0,0,0,0,salida,2024,1128,0,0,0,1485,0,0,1803,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,austria,2104,1904,1787,961,798,0,0,0,0,0,0,0,salida,2024,5795,0,0,0,6756,0,0,7554,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,azerbaiyan,28,9,30,7,11,0,0,0,0,0,0,0,salida,2024,67,0,0,0,74,0,0,85,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,bahamas,224,208,274,215,244,0,0,0,0,0,0,0,salida,2024,706,0,0,0,921,0,0,1165,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,bahrein,0,3,8,2,7,0,0,0,0,0,0,0,salida,2024,11,0,0,0,13,0,0,20,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,bangladesh,45,25,28,22,50,0,0,0,0,0,0,0,salida,2024,98,0,0,0,120,0,0,170,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,barbados,61,47,72,66,43,0,0,0,0,0,0,0,salida,2024,180,0,0,0,246,0,0,289,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,belgica,2588,2497,2360,2191,2319,0,0,0,0,0,0,0,salida,2024,7445,0,0,0,9636,0,0,11955,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,belice,57,40,63,72,43,0,0,0,0,0,0,0,salida,2024,160,0,0,0,232,0,0,275,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,benin,5,2,14,4,4,0,0,0,0,0,0,0,salida,2024,21,0,0,0,25,0,0,29,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,bermuda,0,1,0,0,0,0,0,0,0,0,0,0,salida,2024,1,0,0,0,1,0,0,1,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,bielorrusia,149,86,90,91,76,0,0,0,0,0,0,0,salida,2024,325,0,0,0,416,0,0,492,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,bolivia,1258,1016,572,696,1104,0,0,0,0,0,0,0,salida,2024,2846,0,0,0,3542,0,0,4646,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,bosnia,55,72,51,71,43,0,0,0,0,0,0,0,salida,2024,178,0,0,0,249,0,0,292,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,botswana,2,1,3,3,9,0,0,0,0,0,0,0,salida,2024,6,0,0,0,9,0,0,18,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,brasil,12333,9140,9501,10422,10496,0,0,0,0,0,0,0,salida,2024,30974,0,0,0,41396,0,0,51892,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,brunei,0,0,0,0,0,0,0,0,0,0,0,0,salida,2024,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,bulgaria,944,1430,950,495,295,0,0,0,0,0,0,0,salida,2024,3324,0,0,0,3819,0,0,4114,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,burkina_faso,5,2,11,7,7,0,0,0,0,0,0,0,salida,2024,18,0,0,0,25,0,0,32,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,burundi,7,1,7,8,6,0,0,0,0,0,0,0,salida,2024,15,0,0,0,23,0,0,29,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_meridional,butan,0,1,1,1,2,0,0,0,0,0,0,0,salida,2024,2,0,0,0,3,0,0,5,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,cabo_verde,10,12,17,27,19,0,0,0,0,0,0,0,salida,2024,39,0,0,0,66,0,0,85,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,camboya,5,4,1,4,3,0,0,0,0,0,0,0,salida,2024,10,0,0,0,14,0,0,17,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,camerun,30,18,41,23,34,0,0,0,0,0,0,0,salida,2024,89,0,0,0,112,0,0,146,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_norte,canada,162063,159464,175552,123303,72382,0,0,0,0,0,0,0,salida,2024,497079,0,0,0,620382,0,0,692764,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,chad,2,1,5,3,0,0,0,0,0,0,0,0,salida,2024,8,0,0,0,11,0,0,11,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,chile,9866,16267,10468,8073,12416,0,0,0,0,0,0,0,salida,2024,36601,0,0,0,44674,0,0,57090,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,china,1978,1108,2047,1222,1280,0,0,0,0,0,0,0,salida,2024,5133,0,0,0,6355,0,0,7635,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,chipre,25,29,19,23,17,0,0,0,0,0,0,0,salida,2024,73,0,0,0,96,0,0,113,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,citta_della_estado_del_vaticano,2,4,1,2,5,0,0,0,0,0,0,0,salida,2024,7,0,0,0,9,0,0,14,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,colombia,33816,19243,23490,20252,27072,0,0,0,0,0,0,0,salida,2024,76549,0,0,0,96801,0,0,123873,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,comoras,1,0,0,0,0,0,0,0,0,0,0,0,salida,2024,1,0,0,0,1,0,0,1,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,costa_rica,3021,2117,2350,2473,2314,0,0,0,0,0,0,0,salida,2024,7488,0,0,0,9961,0,0,12275,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,c?te_d'ivoire,16,9,29,21,39,0,0,0,0,0,0,0,salida,2024,54,0,0,0,75,0,0,114,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,croacia,309,235,196,159,151,0,0,0,0,0,0,0,salida,2024,740,0,0,0,899,0,0,1050,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,cuba,1295,1159,1488,1539,2098,0,0,0,0,0,0,0,salida,2024,3942,0,0,0,5481,0,0,7579,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,de_las_naciones_unidas,38,51,113,64,53,0,0,0,0,0,0,0,salida,2024,202,0,0,0,266,0,0,319,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,de_lla_republica_de_kosovo,74,76,54,51,78,0,0,0,0,0,0,0,salida,2024,204,0,0,0,255,0,0,333,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,dinamarca,421,555,349,292,115,0,0,0,0,0,0,0,salida,2024,1325,0,0,0,1617,0,0,1732,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,ecuador,3063,4503,5251,5196,5149,0,0,0,0,0,0,0,salida,2024,12817,0,0,0,18013,0,0,23162,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,egipto,43,50,70,40,41,0,0,0,0,0,0,0,salida,2024,163,0,0,0,203,0,0,244,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,el_salvador,1473,1065,1490,1266,2189,0,0,0,0,0,0,0,salida,2024,4028,0,0,0,5294,0,0,7483,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,emiratos_arabes_unidos,4,8,5,8,23,0,0,0,0,0,0,0,salida,2024,17,0,0,0,25,0,0,48,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,eritrea,0,1,0,0,0,0,0,0,0,0,0,0,salida,2024,1,0,0,0,1,0,0,1,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,eslovenia,188,251,186,131,171,0,0,0,0,0,0,0,salida,2024,625,0,0,0,756,0,0,927,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,espa?a,27277,20491,21908,17749,15563,0,0,0,0,0,0,0,salida,2024,69676,0,0,0,87425,0,0,102988,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,estados_federados_de_micronesia,2,2,1,1,2,0,0,0,0,0,0,0,salida,2024,5,0,0,0,6,0,0,8,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_norte,estados_unidos_de_america,365527,325808,401836,333695,333303,0,0,0,0,0,0,0,salida,2024,1093171,0,0,0,1426866,0,0,1760169,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,estonia,166,220,203,78,33,0,0,0,0,0,0,0,salida,2024,589,0,0,0,667,0,0,700,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,etiopia,13,13,6,9,25,0,0,0,0,0,0,0,salida,2024,32,0,0,0,41,0,0,66,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,filipinas,425,467,391,364,299,0,0,0,0,0,0,0,salida,2024,1283,0,0,0,1647,0,0,1946,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,finlandia,342,285,306,162,121,0,0,0,0,0,0,0,salida,2024,933,0,0,0,1095,0,0,1216,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,melanesia,fiyi,1,5,2,2,3,0,0,0,0,0,0,0,salida,2024,8,0,0,0,10,0,0,13,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,francia,20075,22482,21885,16481,12470,0,0,0,0,0,0,0,salida,2024,64442,0,0,0,80923,0,0,93393,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,gab?n,7,1,0,3,10,0,0,0,0,0,0,0,salida,2024,8,0,0,0,11,0,0,21,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,gambia,7,3,7,4,4,0,0,0,0,0,0,0,salida,2024,17,0,0,0,21,0,0,25,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,georgia,54,26,42,35,53,0,0,0,0,0,0,0,salida,2024,122,0,0,0,157,0,0,210,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,ghana,21,28,28,31,58,0,0,0,0,0,0,0,salida,2024,77,0,0,0,108,0,0,166,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,granada,23,12,21,14,25,0,0,0,0,0,0,0,salida,2024,56,0,0,0,70,0,0,95,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,grecia,300,214,407,182,162,0,0,0,0,0,0,0,salida,2024,921,0,0,0,1103,0,0,1265,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,guam,0,0,0,0,0,0,0,0,0,0,0,0,salida,2024,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,guatemala,2939,1778,2668,2623,2567,0,0,0,0,0,0,0,salida,2024,7385,0,0,0,10008,0,0,12575,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,guayana,140,134,198,245,235,0,0,0,0,0,0,0,salida,2024,472,0,0,0,717,0,0,952,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,guinea,6,6,4,4,5,0,0,0,0,0,0,0,salida,2024,16,0,0,0,20,0,0,25,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,guinea_ecuatorial,2,1,0,1,7,0,0,0,0,0,0,0,salida,2024,3,0,0,0,4,0,0,11,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,guineabissau,0,1,1,0,1,0,0,0,0,0,0,0,salida,2024,2,0,0,0,2,0,0,3,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,haiti,4489,3978,4267,4571,3697,0,0,0,0,0,0,0,salida,2024,12734,0,0,0,17305,0,0,21002,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,honduras,785,659,1114,1165,874,0,0,0,0,0,0,0,salida,2024,2558,0,0,0,3723,0,0,4597,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,hungria,1496,1277,738,507,354,0,0,0,0,0,0,0,salida,2024,3511,0,0,0,4018,0,0,4372,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,indefinido,indefinido,8,15,13,8,4,0,0,0,0,0,0,0,salida,2024,36,0,0,0,44,0,0,48,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,india,1246,1350,2079,1800,1520,0,0,0,0,0,0,0,salida,2024,4675,0,0,0,6475,0,0,7995,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,indonesia,163,194,197,30,48,0,0,0,0,0,0,0,salida,2024,554,0,0,0,584,0,0,632,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,irak,5,10,11,8,9,0,0,0,0,0,0,0,salida,2024,26,0,0,0,34,0,0,43,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_meridional,iran,142,128,132,153,98,0,0,0,0,0,0,0,salida,2024,402,0,0,0,555,0,0,653,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,irlanda,592,502,470,521,362,0,0,0,0,0,0,0,salida,2024,1564,0,0,0,2085,0,0,2447,0,0,no,post-covid-19,167.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
